case_id,customer_id,failure_category,final_action,policy_action,permitted_actions,recovery_sequence,decision_reason,guardrail_status,guardrail_reason,recovery_probability,expected_recovery,action_cost,erv
CASE_001049,UNSEEN_CUST_00433,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8222164936822045,35066.16035400157,5.0,35061.16035400157
CASE_001050,UNSEEN_CUST_00433,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7716339772032198,17087.772694447125,5.0,17082.772694447125
CASE_001051,UNSEEN_CUST_00434,risk_decline,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'risk_decline'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.1902553016232854,9337.444820718416,25.0,9312.444820718416
CASE_001052,UNSEEN_CUST_00436,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9801988727297424,40583.340561437886,2.0,40581.340561437886
CASE_001053,UNSEEN_CUST_00437,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5811907969985833,3991.194124504462,5.0,3986.194124504462
CASE_001054,UNSEEN_CUST_00437,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5811907969985833,6436.79850301074,5.0,6431.79850301074
CASE_001055,UNSEEN_CUST_00439,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.868136498449487,18508.84377424276,5.0,18503.84377424276
CASE_001056,UNSEEN_CUST_00439,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9991865620086112,6879.319544504327,2.0,6877.319544504327
CASE_001057,UNSEEN_CUST_00440,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5655081900440024,35301.59993989323,5.0,35296.59993989323
CASE_001058,UNSEEN_CUST_00440,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6519269873782599,18631.17364002809,5.0,18626.17364002809
CASE_001059,UNSEEN_CUST_00441,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8440201321247089,12353.137735186488,5.0,12348.137735186488
CASE_001060,UNSEEN_CUST_00442,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7882345287273576,1207.03141618549,5.0,1202.03141618549
CASE_001061,UNSEEN_CUST_00442,risk_decline,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'risk_decline'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.2968879684881918,6955.18256225413,25.0,6930.18256225413
CASE_001062,UNSEEN_CUST_00442,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7768234362225475,5568.487901405362,5.0,5563.487901405362
CASE_001063,UNSEEN_CUST_00443,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5767493688924413,13281.42483931096,5.0,13276.42483931096
CASE_001064,UNSEEN_CUST_00443,risk_decline,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'risk_decline'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.1652943325288007,8921.331832977445,25.0,8896.331832977445
CASE_001065,UNSEEN_CUST_00444,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6439486530341525,12425.993820192709,5.0,12420.993820192709
CASE_001066,UNSEEN_CUST_00444,timeout,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'timeout'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9783437896811586,48795.12152941942,2.0,48793.12152941942
CASE_001067,UNSEEN_CUST_00445,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.912733358923912,21321.414755128226,5.0,21316.414755128226
CASE_001068,UNSEEN_CUST_00445,risk_decline,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'risk_decline'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.7495104575959232,15159.171294374311,25.0,15134.171294374311
CASE_001069,UNSEEN_CUST_00446,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7343503922799121,26536.0671957033,5.0,26531.0671957033
CASE_001070,UNSEEN_CUST_00447,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7464167992498725,28867.99813438049,5.0,28862.99813438049
CASE_001071,UNSEEN_CUST_00448,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9979693530330862,8263.525552693985,2.0,8261.525552693985
CASE_001072,UNSEEN_CUST_00448,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7865804531771818,10198.731363654551,5.0,10193.731363654551
CASE_001073,UNSEEN_CUST_00449,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.5267374320709425,10527.85891580736,5.0,10522.85891580736
CASE_001074,UNSEEN_CUST_00450,insufficient_funds,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8436418648461061,9218.744622570151,5.0,9213.744622570151
CASE_001075,UNSEEN_CUST_00451,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7162562891793353,35092.08873054295,5.0,35087.08873054295
CASE_001076,UNSEEN_CUST_00453,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8095144963706675,7590.396484929636,5.0,7585.396484929636
CASE_001077,UNSEEN_CUST_00454,authentication_failed,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8126118982992483,10686.43154320189,5.0,10681.43154320189
CASE_001078,UNSEEN_CUST_00454,risk_decline,escalate,escalate,escalate,escalate,Policy selected 'escalate' for failure category 'risk_decline'. Guardrail allowed execution.,allowed,Case routed to manual review.,0.0775685637119453,2614.1916879652304,25.0,2589.1916879652304
CASE_001079,UNSEEN_CUST_00454,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.8839705970256796,30394.268214011565,5.0,30389.268214011565
CASE_001080,UNSEEN_CUST_00455,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7878520761924874,13134.817701616768,5.0,13129.817701616768
CASE_001081,UNSEEN_CUST_00455,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7878520761924874,13677.42718353206,5.0,13672.42718353206
CASE_001082,UNSEEN_CUST_00455,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.583130382218437,1756.3245668998884,5.0,1751.3245668998884
CASE_001083,UNSEEN_CUST_00457,limit_exceeded,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.6540477951242069,11553.74121991321,5.0,11548.74121991321
CASE_001084,UNSEEN_CUST_00458,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7580673878903611,7908.682056969892,5.0,7903.682056969892
CASE_001085,UNSEEN_CUST_00458,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.9981366620047608,8679.417120861839,2.0,8677.417120861839
CASE_001086,UNSEEN_CUST_00459,unknown_failure,stop,reminder,"reminder,retry,escalate","reminder,retry,escalate",Policy-selected action 'reminder' was blocked by a recovery guardrail: Customer has not opted into communication.,blocked,Customer has not opted into communication.,0.7965771786216633,6350.440720320479,5.0,6345.440720320479
CASE_001087,UNSEEN_CUST_00459,temporary_bank_failure,retry,retry,"retry,reminder,escalate","retry,reminder,escalate",Policy selected 'retry' for failure category 'temporary_bank_failure'. Guardrail allowed execution.,allowed,Action passed all guardrails.,0.998924255915554,8286.036745849282,2.0,8284.036745849282
